,index17_106,index17_85,index17_84,index17_100,index17_104,index17_103,index17_87,index17_96,index17_86,ew0114_2,index17_91,index17_101,index17_99,index17_102,index17_94,index17_89,index17_105,index17_93,index17_95,index17_88,index17_98,index17_92,index17_97,ew0112_107
29460,15768.704613824559,13233.660910609142,7509.24064259742,,28269.300710672516,14070.757540107077,9076.952759726904,,,64951.02233729613,,2016.4393824876413,15151.093640687723,27467.535254091374,13444.573783828868,8607.59698538993,22046.09744883854,8286.000067935533,15466.295542344862,7688.021935874263,2710.8078298517394,,44050.679021304524,22502.184603617323
29520,15913.612596897461,13273.146925857222,7406.410161716028,,28233.066075599487,14005.537369412152,9069.050602869771,,,66478.0661561467,,2081.800920841219,15280.874157811531,27583.713325161047,13466.69351702634,8612.92574058995,21983.78028876518,8252.221898401958,15511.554011703685,7619.356565803496,2695.9672730692964,,44208.064429160586,22500.36226200689
29580,16044.968115218564,13381.13444175167,7494.584141391122,,28297.02367722573,13973.904725248736,9123.511167478608,,,67838.51941776849,,2138.225101970314,15393.450500545001,27623.366104441615,13423.400282450502,8630.327849384481,22087.268595161375,8289.31799370253,15542.100892668203,7301.181358794095,2683.8453826400164,,44335.14462264823,22634.986521982442
29640,15857.219509524331,13486.528464402945,7574.298427502146,,28256.88458954303,13836.788625351992,9146.238197764507,,,69191.83236738332,,2077.6346636385497,15482.643113714146,27659.28533095251,13402.278318499717,8701.33691447997,22053.13433129429,8380.084757295419,15684.306471894113,7336.668074577376,2673.88350991038,,44491.91872680502,22747.54317557572
29700,15765.746648908116,13514.101863164826,7683.644998251202,,28446.707480397276,13774.743304000638,9088.288204786579,,,70751.4017783827,,2060.035177914714,15638.598132765836,27720.971241656687,13404.077431314527,8735.001444014879,22047.830722513252,8415.311743335582,15733.291409689873,7290.394528596374,2618.046970330266,,44697.1087599421,22849.66217215161
29760,15685.674213028606,13596.191020014352,7561.920247246391,,28387.79892400898,13764.015402824623,9232.263811450233,,,72276.41989307287,,2182.9707509502173,15654.389186203796,27811.829017168748,13409.504967085017,8731.77476119246,22082.83465404856,8153.244515652568,15772.855984724503,7256.856243771195,2584.4313565948733,,44853.328748712585,22898.71896241256
29820,15669.45480681233,13754.011751018588,7460.1456752056465,,28371.557205128047,13742.117356203773,9180.355304669914,,,73764.13962686356,,2128.0331432981175,15638.029652872488,27898.85077894989,13463.669691567791,8715.911700539815,22101.737397998448,8021.099037047624,15875.006886719384,7227.406272950728,2578.06828145164,,44941.39217635459,22956.81515952846
29880,15806.165142098274,13955.134857317104,7421.081019671952,,28453.848059222048,13704.083400017784,9109.973678401671,,,75299.38771251189,,2005.9139415247143,15683.296475898373,27959.208370514734,13440.198757925822,8757.093155205419,22130.018745030247,7948.127185270457,15930.233623451491,7076.516712239302,2520.977564639753,,45097.45364774682,23021.335027832538
29940,15859.549337672504,14026.098018589291,7394.1345909019765,,28498.550108359163,13678.885442420304,9162.899235326924,,,76879.18213953811,,2329.4197365969994,15923.733015767728,28080.836636672455,13506.40600836548,8854.262720336194,22183.514638344303,7818.23719980848,15948.57544976686,7080.383929552593,2565.773809301432,,45243.096943699704,23126.646458499723
30000,15915.499516020185,14042.25875104656,7470.897311302724,,28599.62690594322,13641.87768469226,9029.88217306015,,,78454.43411383,,2438.9683301476443,16006.77898176092,28098.16452150912,13561.598069753061,8972.618087180026,22259.106857168517,7768.188273272862,15999.906546050943,7161.938424711628,2553.443256900887,,45387.19863190934,23144.33543803176
30060,15835.753039403584,14157.273093694184,7439.304509931531,,28684.47789041098,13609.25773936177,9123.631666875752,,,80062.80720757753,,2329.5553431892204,16056.216956887565,28149.86214205074,13557.65136699996,8976.708796681802,22270.515616044628,7547.918026235276,16074.466550784118,7223.530238865528,2560.7291359507453,,45450.947560098815,23273.119337566495
30120,15860.979185454242,14202.689901259091,7468.482621295426,,28743.968539693244,13498.465913114444,9220.475634153605,,,81635.43071875663,,2506.6772048771068,16188.324254955853,28218.639239502165,13649.492831349562,9021.632304395613,22167.672363073496,7674.581478617597,16080.021680060805,7291.824397469769,2557.388308817175,,45661.685836104145,23209.897954149375
30180,15887.039525794893,14277.341942495585,7443.286663770757,,28985.4176770527,13530.212253176715,9252.156175659378,,,83266.68865094804,,2612.3458556944383,16201.69757486132,28286.88089530245,13656.945151111106,9096.189681838428,22193.694791549995,7807.55298135794,16119.698765722062,7312.349287857346,2560.9476453953694,,45895.35467690124,23178.16399256424
30240,15905.082270680074,14370.440854808305,7446.388957949213,,28987.35252175143,13556.089332175332,9306.000055758006,,,84733.785896363,,2382.3000114549823,16251.478071329231,28492.84512336726,13707.896903597431,9191.038756697999,22278.433757171504,7879.673804994786,16186.766817298374,7333.596703531978,2558.7547045728807,,46089.64988626229,23214.46435343074
30300,15941.719028738651,14436.554090221514,7677.69278807063,,29196.973048274147,13596.679655670023,9379.61092625826,,,86373.6418896556,,2279.2180791525175,16346.891305862027,28498.449455769165,13695.326098846288,9194.603429241693,22339.40445912201,7960.123188446704,16240.691510875542,7328.318893103472,2523.6609573560104,,46222.026832932155,23246.22761664761
30360,15918.211435605006,14619.958384354526,7638.803695698477,,29303.162172771914,13564.225375486953,9311.698222410954,,,88032.54353959986,,2346.8878345045578,16438.5946795182,28530.254062519474,13740.401359695434,9273.443955932076,22317.711828861167,7964.327488427468,16190.959995510562,7470.928309061849,2448.6436115390525,,46266.753988176366,23360.561407379002
30420,15995.30657481588,14642.059430212998,7929.925071022703,,29420.333629354445,13566.66538081107,9283.335871482868,,,89705.65886693662,,2201.6245783608447,16533.1595930264,28609.48027571249,13729.343187091501,9304.056752824881,22292.497689468848,7724.642879179753,16296.914309491183,7448.862862047873,2412.7028051220127,,46327.595778645846,23471.340254389288
30480,15993.32989128875,14720.326343160325,7827.307906169144,,29638.75056649538,13537.828903033973,9208.189259907273,,,91362.25322600555,,2363.152999709472,16644.136122260003,28743.83110282539,13778.685751439078,9262.01589560708,22272.61488703107,7528.6353849407715,16389.87933557402,7520.353108065716,2386.5033859904484,,46449.85414669997,23599.467175007765
30540,15937.58609381395,14930.58519937139,7825.247532029907,,29714.55462606786,13448.459434812106,9258.870347187605,,,92998.32649915361,,2521.9472391609497,16707.3235893315,28844.364280745176,13831.14147744418,9291.6142593095,22202.46169046724,7448.474146304204,16378.074763875109,7525.67163229547,2374.4480472482423,,46581.982234872434,23523.357081900438
30600,15986.756900238473,14977.102156835997,7763.429795516532,,29674.998218387926,13392.819412159404,9303.237822769706,,,94262.60523135713,,2326.927820120941,16796.157607919162,28911.756568688557,13816.855278273828,9339.293790273483,22168.777046743908,7401.412798268772,16383.001452920627,7594.306153610656,2350.229653558695,,46807.1112259603,23636.17473173188
30660,16134.772827927438,15012.921740385087,7837.998843598885,,29719.345280981597,13322.157911007986,9287.920505399603,,,95690.44837181286,,2384.413541087305,16757.679001548448,29107.71554705058,13753.866966647578,9337.4244372804,22152.44293086341,7280.268778064573,16530.16633064285,7515.971541716679,2321.1864447560492,,46965.85536494924,23706.36474754951
30720,16133.34970115366,15118.372530096427,7826.88994992579,,29792.35957126718,13353.954010896232,9154.590214969603,,,96874.05759339157,,2379.089603208272,16690.353232541027,29173.6348397354,13731.278553020089,9379.95905371015,22326.87440891391,7170.258650516704,16583.57097741083,7601.674378658534,2257.3261846653027,,47126.01622391004,23709.07431320006
30780,16044.758344002497,15197.395914283528,7728.766110129268,,29771.777311304122,13336.161154254554,9111.258672297978,,,97901.74756623222,,2406.064368771966,16656.071984619546,29241.730756151228,13698.591363913629,9385.324848137803,22294.901848730227,7423.362114860483,16730.430845587896,7569.671047333283,2235.57000946152,,47369.64819164517,23600.584233114263
30840,16077.765640356658,15283.473206107174,7716.697974256207,,29817.109146103077,13414.72362000918,9095.621068105744,,,98931.81565458832,,2336.218185030722,16749.047747605608,29318.96133577346,13782.213910959696,9364.381255062159,22256.73910677072,7377.510907561217,16816.648378937774,7552.188414370784,2159.5773625324928,,47534.00029094324,23675.166516624846
30900,16372.658386286972,15392.777108301032,7795.946929861562,,29742.99203755638,13408.761704550996,9080.661778580072,,,99940.54696026158,,2206.9191773345037,16855.91252574586,29377.17971704412,13695.172576499628,9332.255543204135,22274.34391136119,7496.466345064805,16940.737619848947,7431.8625584865285,2125.6773431493807,,47727.83938617628,23785.189573107004
30960,16478.445677442814,15450.583880415563,7781.964687698155,,29696.68035576221,13388.268541564006,9074.57177956068,,,100912.02953354036,,2169.8562638074995,16876.38103846107,29491.484813940606,13692.068254705278,9347.884012976383,22118.774606183415,7121.052309663387,17048.392583157092,7618.994591363878,2139.5227173745843,,47967.63959964373,23852.242291947285
31020,16506.2932076458,15460.230427444329,7753.488412635149,,29747.97685443654,13259.191282568589,8913.221448748885,,,101748.9299431294,,2197.9141546772526,16886.90252086855,29548.766181222316,13649.435632667519,9399.613668222442,22223.18731236477,7000.2492110089615,17067.94848127313,7669.46396961995,2043.3033291454428,,48201.11640982309,23867.399082606727
31080,16569.640702724242,15494.903761174075,7730.37003136921,,29886.25453386322,13283.89066735335,8896.50556208803,,,102785.34612397858,,2197.066376732701,16873.94195831508,29640.310582131868,13692.815546611815,9465.735505661165,22083.5320850232,7048.326230290256,17098.265236667583,7807.473560519999,2175.6997022340875,,48433.11619448961,23946.26378890166
31140,16654.526126479857,15529.996248551934,7725.25771511336,,29923.548972673376,13185.994350772055,8949.480632626493,,,103611.12246644116,,2277.3902098850494,16869.22271326961,29666.70346630108,13765.94949069598,9457.320075587892,22020.062738561268,7277.422408695743,17212.84764669089,7775.349053076782,2063.2089143336207,,48698.97708097351,24018.01510759742
31200,16679.354369494282,15627.347579893776,7820.0789492242975,,30146.4117056799,13124.781384747024,9058.459765444117,,,104407.39619886414,,2316.9922286519095,16991.36485439092,29709.402655813137,,9405.656843050048,22017.057788823095,7476.4562704129885,17257.608480160885,7709.595068399505,2037.0449949381607,,48934.954426684395,24042.457167985114
31260,16820.267815327592,15774.437646012368,7771.018210662559,,30181.643874926966,13175.861024758698,9081.698353351025,,,105253.33462590688,,2385.807461440365,17099.50663816706,29798.500222435097,,9435.55044693012,21963.85076368565,7301.351759819149,17268.5092947785,7833.188505513144,2008.2817477114547,,49079.13679907276,24088.697046811718
31320,16800.931643543594,15888.145830399928,7715.916485206233,,30341.984643712593,13237.913424164923,9157.66670371115,,,106037.5492807792,,2429.2621523645616,17188.54160158463,29928.017355206546,,9576.287017894696,21945.74026556712,6931.011042854988,17193.943164745044,7681.753943507341,1939.2640929149493,,49402.85909143803,24207.432870525066
31380,16907.966184870234,15923.69334941659,7741.285911353918,,30473.229982890978,13159.373252051355,9210.863481703691,,,106613.49181297125,,2412.679669411253,17316.50649105715,30026.091769298928,,9505.556131288873,22059.57825264265,6882.661527969455,17200.47412726906,7636.589542214132,1909.8376600633612,,49614.344883456055,24251.338700101904
31440,16954.31446290927,15840.186594519531,7802.104567401659,,30430.226770119716,13183.790360565812,9116.817926542468,,,107308.00387782372,,2394.3314140457746,17282.94014535108,30115.652431310573,,9445.045673034336,21907.972070160675,6861.687340620128,17317.458987532624,7673.628809036532,1917.0644923196878,,49786.39350487763,24254.156486975742
31500,17108.557364869328,15757.862811860341,7858.258079379014,,30496.370110345677,12974.248759433465,9142.639067263633,,,107907.08016686204,,2424.086604792958,17317.001450907523,30176.430223678846,,9462.925508354856,21770.39231327918,6818.104367286308,17322.115784482005,7657.625671761242,1931.5459749290858,,49973.531683017696,24286.254061014213
31560,17175.93077572391,16067.074599984539,7938.595862746631,,30468.805454235913,12933.539012076337,9075.031557956758,,,108480.55385032468,,2355.1937866966437,17404.74232844514,30306.328650005868,,9510.346426339323,21770.516266040133,6835.17328827211,17491.93427416328,7818.238699897987,1908.7281485379592,,49990.32451736212,24330.774757433872
31620,17224.591124511204,15882.022056643618,7931.410663413399,,30541.481511096823,12906.413563250506,9219.11918619341,,,109096.68902380175,,2441.0243663727188,17689.358344756118,30353.537891223237,,9597.960953722819,21675.347684398206,6835.465220927148,17445.789306308132,7812.294180429693,1895.414910923537,,50176.33582288172,24343.859751263288
31680,17242.309924854413,15780.63587739147,7899.027053873404,,30591.978647008556,12797.688803521607,9283.688929553638,,,109868.54902356231,,2386.932035640985,17784.265932544906,30524.741644761285,,9642.88008883835,21620.517744274475,6786.9122264736525,17614.974430223505,7870.500374197468,1854.0415676763998,,50246.24698440395,24459.818318009642
31740,17346.78833059903,15663.714187509739,7849.023888946725,,30638.637633798644,12721.625531583515,9386.456537301463,,,111353.78812778676,,2405.4124805560914,17864.53235506238,30554.783895281907,,9536.635359278287,21635.320942801845,6832.236071915359,17772.504984785013,7899.377859978331,1820.4606681461557,,50477.807589972974,24575.81269524124
31800,17436.408654179504,15776.094953323682,7911.948474956976,,30701.480266505354,12760.555719289021,9314.770665768743,,,110366.57929886028,,2335.389255095555,17894.473145561555,30623.782563072375,,9539.52796552748,21646.250973034916,6812.413173253684,17853.946588957173,7888.37454217654,1805.3173261999161,,50696.04385815679,24607.67889900593
31860,17480.477527296185,15922.526506612949,7994.072896540078,,30777.505439137174,12919.31641480333,9303.052285027185,,,111771.5809035897,,2323.3339049964743,17987.42206720766,30522.468172007193,,9646.718404989817,21526.846741355737,6796.862865411616,17633.20830747217,7884.464091068658,1841.8597849805344,,50743.99712689391,24548.15498955427
31920,17533.508243505563,16005.276187001675,7857.996012242528,,30792.621555918777,13143.080182625657,9205.955719287305,,,112848.25470660697,,2379.763559329343,17992.985817152694,30481.992382111934,,9805.486741968909,21550.202289182875,6804.4613444518955,18016.090068329126,7865.593111001533,1809.2452437374461,,50975.214853538215,24588.61877926119
31980,17588.350089811905,16102.217205475636,7799.34183294533,,30792.24683535104,12970.659459773937,9264.792052762385,,,113539.35787998194,,2257.887004481455,18062.10461393416,30578.128997790016,,9951.336511572685,21461.70397222735,6797.8812356927765,17952.43891707071,7879.932245007391,1793.8032840074848,,51046.19573837539,24713.193320191236
32040,17650.71580118857,16128.601744742593,7823.062515604528,,30853.372473566516,12975.717360121958,9234.003137705451,,,114424.99867729621,,2276.328603458893,18172.066338399378,30690.58855003787,,10009.524289528521,21405.730215389256,6755.176185888745,18040.129007690964,7909.251529813812,1736.5629363417374,,51170.28339983098,24950.14336729469
32100,17639.291850090598,16288.93884896026,7830.389172733725,,30923.165575352734,12802.804619885479,9275.45044217537,,,115120.69128209261,,2353.1552615150163,18324.972739596797,30762.373217683762,,9928.003152606992,21491.301217003,6740.789040345854,18117.216973926596,7984.895980002644,1678.0672691946597,,51204.86260855739,25015.48015015901
32160,17724.29857230647,16372.616158151275,7874.136326897696,,31110.315982986995,12911.367303736253,9272.17556719313,,,115975.63580598163,,2407.743210844551,18501.181267475196,30852.45566207709,,10104.598671288364,21479.546366941384,6752.606857374583,18182.184045123344,8233.924239683962,1603.979472323589,,51314.366588763856,25103.30303289436
32220,17835.83031150271,16538.953761402307,7837.329876271777,,31158.73531892814,13223.623095923567,9334.408398320213,,,116550.83711485131,,2290.9027150553075,18605.139330882917,30726.673836541213,,10092.854271452037,21461.957933406746,6750.779348888471,18190.91530913895,8267.939358281585,1534.6887113523726,,51438.16476866534,25074.99986558026
32280,17931.328377617283,16650.18542120093,7735.943370765495,,31207.09584694655,13109.586741644409,9326.70734411402,,,117557.53809916342,,2166.8549676115736,18626.3741362906,31104.468113661158,,10060.456011094195,21423.769851749763,6700.277426797818,18180.705725112075,8322.110971079306,1521.4859124483498,,51477.57019449431,25096.314424499822
32340,17741.89758014281,16738.142791693626,7742.567056067399,,31189.71261916557,13127.967152403318,9339.87078772403,,,119460.05605218744,,1874.82812250802,18709.069136193757,31169.94626107063,,10006.245578259095,21421.870291908723,6603.833475990754,18256.454743352006,8219.59672159685,1505.1940581727963,,51593.44633852045,25154.322799121142
32400,17699.90391651751,16745.681250506408,7778.970509063641,,31158.06940723211,13311.51624137676,9128.9781738142,,,118369.43748139641,,1786.240298348146,18838.307433986105,31305.40981190096,,9983.323591810156,21387.377169007596,6535.864255779052,18296.337822924586,8227.29033611256,1382.268396794547,,51723.99822187806,25177.197037918704
32460,17790.671872219104,16885.30050311299,7889.756647093463,,31237.703466159044,13348.579334088417,9094.520614083462,,,120218.62041658306,,1716.0034434899849,18876.508821344378,31610.534956563726,,9984.682449078808,21374.108192510317,6510.715357681904,18412.503027389557,8407.87702747656,1465.9767637606592,,51850.31149274426,25210.84955231826
32520,17836.387550163454,16889.143547793585,7952.4064560458655,,31287.0207750746,13345.540986988108,9252.654028610918,,,121865.13490783643,,1638.392087672917,19107.267216351807,31779.278298658566,,9986.795891369333,21338.425157296675,6507.301776504076,18483.707184967436,8514.843893022977,1262.3327933450455,,51953.641809437926,25319.345820703802
32580,17776.32761106557,16931.558018456883,7985.548179248898,,31304.22570708824,13398.220454091314,9304.679550367273,,,122722.92966801659,,1542.5170937476046,19162.247037063804,31853.95515536034,,9994.689004078919,21274.78885113344,6500.958046918876,18477.036318043352,8660.272331543294,1120.8204955327062,,52146.30981495096,25385.06448979375
32640,17911.832390818818,17042.750898402053,8023.990663263519,,31333.69948878213,13549.39175521031,9171.919016091924,,,123832.39057254314,,1630.6472107146851,19256.65065886568,31575.936137152494,,10009.4307963354,21191.477116174865,6461.253678594769,18662.752173627025,8602.319099628543,922.0802203798993,,52234.77026052685,25405.520576582614
32700,17975.090406072537,17397.484139336997,8063.450873273983,,31356.596061305157,13550.379612824592,9331.905355940873,,,125025.5473344122,,1743.9364166340613,19368.592018254436,31568.491251239953,,10023.689490039538,21134.364957006663,6509.436578536574,18673.597241325133,8128.447712463408,882.072319478281,,52365.97548613731,25476.658325910674
32760,18027.88733447696,17427.056386955173,8202.938885650181,,31280.53955652523,13546.903532001414,9278.46260508811,,,126136.80203468013,,1710.453901455584,19473.84507442989,31917.68472226582,,10023.33171946258,21122.610959390124,6485.605046933951,18758.55720981181,8126.376804623135,775.3833137087744,,52458.900051141325,25371.01629688703
32820,18141.15989772692,17494.713344329546,8274.20639162879,,31292.51250836334,13464.171275927692,9467.921633683824,,,127299.43147158844,,1751.3727253393008,19500.04044947218,31986.820473223288,,10071.95714725863,21034.63800809004,6473.474413718019,18642.97355868676,7949.402858322037,732.1789703750928,,52593.19984292577,25520.304723615973
32880,18280.313613012753,17444.20927948988,8273.528298720092,,31311.370796509033,13543.914614618976,9644.350915386824,,,128427.65683777185,,1792.1934794498711,19583.325336623715,31922.80057109521,,10130.05224052379,21092.43996530619,6468.369835230426,18589.072405996623,7900.089758753784,833.7507624248267,,52773.8763099939,25618.272236164627
32940,18451.293877945223,17630.10507333002,8310.1936998588,,31357.847710245165,13566.215534032703,9712.280551015485,,,129690.58139175127,,1924.9465784907695,19650.207124008895,31993.700296464238,,10094.899368561293,21038.955960653744,6352.19016511694,18486.849186428695,7857.209103624299,737.1277463972979,,52915.7504656934,25683.117988396523
33000,18504.153032710525,17774.33436692307,8370.00181942999,,31348.721825794608,13483.600115722142,9795.043966761634,,,130873.61683102137,,1892.6659963600098,19643.43268495328,31822.297101711043,,10076.421022948545,21079.282686902683,6327.352258783405,18608.04481354097,7729.933833230086,784.652418593296,,53128.55191726401,25721.04726598241
33060,18531.168170813347,17832.094585432027,8482.760836914353,,31396.375927957324,13458.83366502398,9803.325708645858,,,132041.09744991432,,1848.0838501203166,19764.330704316497,31706.854479459867,,10063.424079595196,21067.936257885885,6301.995192209818,18645.0745706483,7881.176583305672,868.6281955103325,,53288.89829349874,25797.69902721181
33120,18697.2360191029,17896.82830985179,8578.564110312387,,31458.510042162892,13515.088843130941,9798.209370081307,,,133162.1565601472,,1775.4910378023399,19786.36404979404,31778.183311914363,,10046.260750254942,21098.200930577277,6330.017705878101,18821.28257263083,7885.733876074328,915.4529236873973,,53389.08810898078,25808.305827586646
33180,18595.78052915847,17992.9328223941,8626.075716922716,,31622.734249128902,13574.030750978018,9794.695775540906,,,134279.5257774655,,1764.0366801314797,19895.342044496047,31915.969825803826,,9982.651574616175,21022.000296361926,6338.5536155636155,18946.81355346753,8084.81036187938,961.8916855095032,,53595.31261736008,25808.003380856127
33240,18701.634027795884,17959.72100687958,8693.290506393958,,31713.412212799747,13540.153424463724,9836.230554398475,,,135527.11863892348,,1813.1515358355261,20000.852869362272,31917.611326444196,,9881.193430774729,21079.542324018807,6240.894009140517,19107.708925469462,7881.626479474075,969.9653056270723,,53717.29362340108,25788.31955556834
33300,18695.77386426388,18169.094707368004,8765.538629350971,,31781.727812387056,13580.704755436172,9872.126605586642,,,136734.52840104743,,1754.327507131334,20057.33326470437,31981.53550352783,,9809.358120983981,21102.182925155743,6149.630911440743,19441.31700439467,7875.752161159942,814.8841188222306,,53879.67864717802,25807.776422158135
33360,18621.530300819704,18085.11946755783,8844.747866853171,,31784.19617618909,13606.142179708993,9880.390544698323,,,137955.94633005798,,1749.4644332152175,20120.532614235417,31931.06692238114,,9860.261006210645,21094.915048467992,6151.566631389786,19484.175190350397,7842.730181898625,723.9702952698714,,53900.371905892694,25825.203239528517
33420,18615.507899296696,18312.703654949262,9041.125234993951,,31785.26528831976,13520.086153356648,9907.023564847288,,,139170.11947280198,,1874.5449740738147,20253.45640060016,31768.27794111187,,9883.562364394711,21104.69277944807,6120.88348470038,19604.456164910192,8159.468730854334,813.4578793317432,,53985.429889187784,25876.241006934742
33480,18721.955125849006,18251.836955946368,8988.593787502232,,31935.386627265252,13480.286184812172,9925.77895087847,,,140381.8306063167,,1886.9751782664082,20328.040738948854,31760.40369641761,,9867.18353956288,21074.063626557392,6089.9327961133295,19646.875124315095,7637.659101904741,827.9209195869926,,54100.804830125904,25931.67739766011
33540,18817.89777536305,18187.939368252897,9025.374295204181,,31906.29248611739,13538.659287446308,9888.279508323803,,,141571.3562419813,,2000.4028674483152,20330.62265482614,31870.936788995336,,9857.620395093825,21130.492262925545,6118.848533532715,19678.943296846435,7949.756475040583,908.5903046741273,,54191.146277306565,26026.561429723184
33600,18805.416046321436,17987.759873039,9051.763615455007,,32133.064018600468,13611.996828080708,9918.945761691582,,,142780.0202299628,,2138.6621413806392,20340.33909542575,31884.94562055642,,9853.958495572142,21144.716693014434,6182.302935004991,19841.721039242504,8253.433510047204,977.7423989798415,,54360.86653245387,26054.237769893458
33660,18907.6596481143,17994.830721119117,9087.380423053708,,32181.684100652037,13584.935710066267,9946.267872474184,,,144061.68588613268,,2124.978174803221,20457.32784502199,32029.668498105282,,9840.273094777405,21164.377766055393,6115.076308796533,20152.108034695266,8554.463750113286,971.0194429773742,,54500.71116919064,26079.077496068778
33720,18958.061847068235,18136.856001496977,9071.55167774628,,32361.17890333227,13559.447849052052,9952.353330952816,,,145120.27119672208,,2069.3406539658936,20587.38538085127,32060.946188430247,,9926.654022023069,21198.95975620046,6115.9502478166805,20238.36956735772,7730.047088297537,944.8499677630334,,54683.42584821788,26136.218306918756
33780,19012.531930845937,18289.809702212537,9112.54664254092,,32249.562030767633,13551.806233680612,10020.475332162288,,,146125.72546198044,,2185.7674327735726,20754.78685301304,32132.527181864043,,10064.162788985577,21150.356970195673,6104.169479149847,20313.667149208253,7912.495348678877,832.0430640424594,,54840.04152193458,26141.500761737923
33840,19066.753655854594,18285.889089713288,9164.566415375568,,32422.745106877548,13569.249945409978,10049.618318251327,,,147151.85397674632,,2059.119164242165,20855.93465459343,32214.589931358383,,10332.943498270324,21246.82694483593,6099.785097937841,20364.94234791867,8818.980583638475,747.7843787100516,,54949.41065440699,26100.786823916515
33900,19139.639655100986,18335.684153311893,9191.521947158577,,32323.251338482954,13612.701587209052,10243.204023569977,,,148075.33366188203,,2342.160966517939,20926.30507755757,32582.34814543207,,10459.644763079643,21194.437487570507,6135.527627487297,20444.07811593925,8832.645502482468,822.8823836550874,,55077.08940552758,26056.514193638093
33960,19172.63332461001,18408.22430713591,9182.960423267094,,32300.026967913218,13658.189814605534,10276.845007109445,,,149047.61273126668,,2339.6018730870637,20975.262242393317,32640.15547430995,,10435.531814603133,21310.34296410333,6192.88406587199,20557.113328686646,8703.002167212786,927.7867770827149,,55169.86708225106,26023.625129012933
34020,19307.25036698886,18541.62997266402,9280.929199067976,,32531.870684851663,13633.764503434419,10256.304875401665,,,149923.3885865786,,2341.8158190650183,21070.73540739637,32807.65343077827,,10394.848656184688,21305.47820164601,6099.185187718551,20597.299007019505,8641.07090715743,996.2815203527367,,55285.970650794356,25979.39622547977
34080,19388.634833325254,18549.471381106567,9415.109520166867,,32681.81278250124,13582.031571901003,10259.785839429014,,,150830.73351522902,,2213.506282326101,21090.659366113603,32843.524374331864,,10388.332493294054,21465.45491483609,6100.004984083418,20662.138229888467,8913.812534827552,999.5388319802635,,55387.88656509011,26041.281406108523
34140,19403.671340971752,18652.675135766618,9447.673336272124,,32772.57825283175,13611.142895611134,10305.049252574321,,,151833.5445797328,,2200.0612152107637,21213.672278180904,32909.31440491344,,10502.311770781724,21486.13449039734,6008.789534654338,20809.945822074864,9420.098040995656,1025.1431517126148,,55531.76165982489,26046.70508914771
34200,19386.19498396163,18684.125819226014,9490.406764612157,,32867.302943192626,13533.836574447925,10337.291973405774,,,152698.2234771548,,2161.572240959644,21008.783291982505,33011.68161804627,,10569.327030310618,21399.991441214494,5939.343147540754,20941.50467373506,8840.50478391805,1334.2736845833922,,55664.46662907615,26055.55376755818
34260,19470.46431355359,18671.342399392975,9533.42450882862,,32942.536928142414,13561.542777839717,10404.506007092466,,,153244.8640261432,,2064.367472010199,21080.870314599535,33059.09763210602,,10637.417435469164,21449.1659695974,5965.280229751554,21079.38347068545,8528.745351791253,1409.9006305446471,,55805.68417949806,26095.97742285708
34320,19435.616566156106,18740.011774024664,9488.709778077904,,33174.946846775776,13535.871365628836,10423.093127625189,,,153667.3430395129,,2117.909595641656,21047.79310922783,33182.54934863024,,10709.450715994491,21379.34165369858,5925.931503804757,21190.823103529456,8978.138434415401,1508.3507143745076,,56001.33002235575,26196.936236494792
34380,19511.375254970684,18779.901511855274,9523.849061209201,,33298.10556929018,13573.961236643716,10387.740105060766,,,154312.89864154148,,2091.112566484058,21146.814113809654,33264.026193518555,,10708.69317162971,21389.591615900383,5935.882962740478,21223.504275493826,8893.982028633955,1577.9112337163685,,56296.53938675726,26296.78305991098
34440,19622.337375249183,18831.83160359265,9486.667284455722,,33349.16620758114,13597.690501372728,10466.728347276123,,,154824.50144455428,,2113.778386600908,21232.935968610265,33353.60155979661,,10774.846774894051,21336.510879045807,5926.492035975845,21224.301886294226,8894.815983023534,1554.305649925437,,56432.378997489504,26324.38135305897
34500,19631.30572285473,18827.355210282214,9485.31475762735,,33273.602146886216,13691.189310236612,10479.1684158649,,,155390.26679425925,,2262.418370606322,21270.529618917702,33326.319544380014,,10799.021628703795,21351.665493206438,5948.031129993434,21385.31773865618,8684.89856113531,1656.5125601871687,,56501.4197909213,26356.957038695404
34560,19666.766348663547,18990.3503440863,9474.250234390523,,33497.939681452466,13626.745269830304,10458.829409181095,,,155679.82090786472,,2254.1300384840133,21305.29680860402,33350.236100883565,,10999.534725533877,21273.053750249775,5839.643415230569,21407.878472304612,9387.440680960117,1784.901020312681,,56590.41588815814,26383.865471743196
34620,19770.589416961404,19062.55893869108,9554.622600146187,,33497.80347081251,13637.774302211832,10474.094405716003,,,156073.79924787953,,2242.6307914590225,21403.82519322959,33401.14453882263,,11075.278852723673,21329.30873547166,5622.020912551817,21570.944748612783,9539.61709948905,1897.8787497768362,,56690.42693906601,26464.367084652855
34680,19888.485535655152,19114.61176186908,9535.116446761549,,33419.32815825969,13888.706671689475,10462.613097493211,,,156385.8134468929,,2347.0748185090897,21500.299144772915,33508.238862450395,,11108.446009085996,21326.243950573597,5739.300105803141,21637.54491075196,9531.109759012093,1965.6867531493567,,56874.98495615925,26538.754243000498
