,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled
ew9704_372,,,2880.0,,,4144.790528800629,,,
wi933014_43,,,6120.0,,,33156.772660630195,,,
ew9704_653,,,2880.0,,,44774.372961884175,,,
wi933014_15,,,18300.0,,,94022.00470957368,,,
ew9704_669,,,2880.0,,,57181.00054722951,,,
ew9704_897,,,2880.0,,,40045.26988114672,,,
ew9704_622,,,2880.0,,,3732.6236201747347,,,
ew9704_492,,,2880.0,,,9479.513562801665,,,
ew9704_827,,,2880.0,,,57945.03612305211,,,
ew9704_798,,,2880.0,,,1590.1932896498613,,,
ew9704_581,,,2880.0,,,9917.064991888537,,,
ew9704_203,,,2880.0,,,52820.447993143986,,,
ew9704_294,,,2880.0,,,50801.02545300934,,,
ew9704_474,,,2880.0,,,50754.34845862505,,,
ew9704_715,,,2880.0,,,4907.2734117147465,,,
ew9704_160,,,2880.0,,,7133.384112997208,,,
ew9704_246,,,2880.0,,,66642.36705946796,,,
ew9704_186,,,2880.0,,,63126.206367688836,,,
ew9704_510,,,2880.0,,,64326.38896164672,,,
ew9704_177,,,2880.0,,,29522.7347190459,,,
ew9704_595,,,2880.0,,,12238.08731567411,,,
ew9704_514,,,2880.0,,,48222.81297963293,,,
ew9704_235,,,2880.0,,,27955.9174297359,,,
ew9704_287,,,2880.0,,,53676.04643254193,,,
ew9704_247,,,2880.0,,,63964.505446263705,,,
ew9704_399,,,2880.0,,,3655.937367927445,,,
wi933014_65,,,8460.0,,,33007.666221362466,,,
ew9704_824,,,2880.0,,,49753.78903998079,,,
ew9704_593,,,2880.0,,,18757.670020757756,,,
ew9704_534,,,2880.0,,,17117.23631086247,,,
index17_86,,,17760.0,,,5095.470362123482,,,
ew9704_409,,,2880.0,,,44271.38263793478,,,
ew9704_197,,,2880.0,,,50516.64674547292,,,
ew9704_150,,,2880.0,,,67379.57888954651,,,
ew9704_575,,,2880.0,,,9834.671688640272,,,
ew9704_666,,,2880.0,,,63655.691170898695,,,
ew9704_686,,,2880.0,,,18924.2104497225,,,
ew9704_458,,,2880.0,,,13699.370214104556,,,
ew9704_700,,,2880.0,,,15377.07550686641,,,
ew9704_183,,,2880.0,,,34908.41258218822,,,
ew9704_382,,,2880.0,,,2297.463869299475,,,
ew9704_300,,,2880.0,,,49512.95492469867,,,
ew9704_316,,,2880.0,,,54530.304968769735,,,
ew9704_375,,,2880.0,,,4451.9667062210165,,,
ew9704_523,,,2880.0,,,40297.304888073595,,,
ew9704_259,,,2880.0,,,1837.2528677551038,,,
ew9704_652,,,2880.0,,,17841.98940759516,,,
ew9704_731,,,2880.0,,,3153.8507913095686,,,
ew9704_143,,,2880.0,,,45474.87933737075,,,
ew9704_736,,,2880.0,,,12512.267626653576,,,
ew9704_152,,,2880.0,,,3429.8534475336537,,,
ew9704_123,,,2880.0,,,32289.01451034461,,,
ew9704_274,,,2880.0,,,44448.84402858111,,,
ew9704_741,,,2880.0,,,10401.8105209495,,,
ew9704_386,,,2880.0,,,1092.8207216970036,,,
ew9704_417,,,2880.0,,,20981.87697716965,,,
ew9704_702,,,2880.0,,,21500.464036555466,,,
ew9704_355,,,2880.0,,,8855.770816087705,,,
wi933014_28,,,24540.0,,,127629.65860790334,,,
ew9704_590,,,2880.0,,,18358.66362104895,,,
ew9704_292,,,2880.0,,,33443.248745960846,,,
ew9704_250,,,2880.0,,,18935.83803427146,,,
wi933014_60,,,7500.0,,,38580.03830450242,,,
ew9704_273,,,2880.0,,,32952.73712424493,,,
ew9704_740,,,2880.0,,,10203.410026195035,,,
ew9704_308,,,2880.0,,,39476.39730248464,,,
ew9704_284,,,2880.0,,,33093.32621453817,,,
ew9704_310,,,2880.0,,,30596.524112260886,,,
ew9704_364,,,2880.0,,,10232.974370280897,,,
ew9704_507,,,2880.0,,,76232.34443235346,,,
ew9704_373,,,2880.0,,,4604.895131862011,,,
ew9704_288,,,2880.0,,,50961.87737971608,,,
wi933014_64,,,7440.0,,,36223.33731915497,,,
ew9704_490,,,2880.0,,,34869.509910701505,,,
ew9704_374,,,2880.0,,,12824.568394121372,,,
wi933014_26,,,24600.0,,,131459.6855434558,,,
ew9704_286,,,2880.0,,,63379.389574801644,,,
ew9704_890,,,2880.0,,,56334.13551427133,,,
ew9704_745,,,2880.0,,,12086.71744741976,,,
ew9704_289,,,2880.0,,,37721.70568060378,,,
ew9704_509,,,2880.0,,,16337.061002735541,,,
wi933014_49,,,7620.0,,,33329.933048401734,,,
ew9704_585,,,2880.0,,,16970.152645438615,,,
