,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled,mean_variance,median_variance
0,11580,11700,120,150.5324705707605,150.5324705707605,720.1030912825736,61006.02991580928,61726.133007091856,720.1030912825736,1792.55099800559,1792.55099800559
0,19320,19620,300,236.73631168626534,258.3091109280807,1549.5089556019811,101779.4470290612,103328.95598466317,1549.5089556019811,1554.1544831471558,1550.4531715044327
0,28920,29280,360,451.79604121185247,447.37384323709705,1691.2673540519027,143885.28045364268,145576.5478076946,1691.2673540519027,593.1481556516947,602.7198617005461
0,16860,16980,120,200.868939814148,200.868939814148,595.6175193811796,85985.3146949125,86580.93221429367,595.6175193811796,736.5551948469828,736.5551948469828
0,14640,17040,2400,290.4330764419104,286.9816019314127,12552.331953861896,76313.38453014463,88865.71648400652,12552.331953861896,1844.6373426487473,1840.829844318635
0,59460,59520,60,1207.7845976365613,1207.7845976365613,299.2533678528853,263944.752585145,264244.0059529979,299.2533678528853,427.3443374542063,427.3443374542063
0,60480,61740,1260,735.4959894833584,752.5181242384857,7544.837740956398,269525.633605314,277070.4713462704,7544.837740956398,714.2224016476882,773.8295766314953
0,62040,63120,1080,704.6673602233503,658.7063085375551,5573.766435281374,278911.176164361,284484.9425996424,5573.766435281374,1303.0014814329666,1344.1726974150686
0,73080,73140,60,1518.8522732758,1518.8522732758,298.77097002445953,337610.8856521888,337909.65662221325,298.77097002445953,1391.9757486351214,1391.9757486351214
0,98700,101100,2400,896.0559317598969,770.2080732638103,13439.39435496414,480096.84742826736,493536.2417832315,13439.39435496414,434.9842016544012,383.68351033853753
0,101220,104220,3000,1139.122765578785,1029.4395196256535,14796.191432334774,494168.62024107686,508964.81167341163,14796.191432334774,672.428403007813,661.1260635961363
0,104340,104400,60,2216.5991347527493,2216.5991347527493,387.7564728388097,509646.8192885758,510034.5757614146,387.7564728388097,789.1897818479134,789.1897818479134
0,133440,134460,1020,2165.70853357942,2129.0853519786215,6542.359732825775,676492.5807810075,683034.9405138333,6542.359732825775,709.2870985381664,764.7674143523901
0,182880,183000,120,,,595.8962067851098,951094.4065514859,951690.302758271,595.8962067851098,,
0,8040,8100,60,126.09768463836153,126.09768463836153,311.9340745568916,41088.89562162715,41400.82969618404,311.9340745568916,1709.7984936969542,1709.7984936969542
0,21720,21900,180,414.0897409799597,415.7685612673546,789.896754064539,92789.40801476172,93579.30476882626,789.896754064539,1546.7732160590942,1544.4133091342032
0,16920,17340,420,250.79960973057567,247.05337321003475,2358.3220377841208,92066.11676133494,94424.43879911906,2358.3220377841208,1177.9328661271632,1183.7860029941687
0,22980,23520,540,245.12385408968373,178.3145401509363,3069.4985372485535,126117.50555892124,129187.0040961698,3069.4985372485535,496.4911809419855,494.60604328927377
0,28920,29700,780,364.7358553034602,354.79249574158126,3816.0662152880395,144566.2356518732,148382.30186716124,3816.0662152880395,1491.0315039088814,1486.353212390116
0,35460,36180,720,455.41138173251534,434.52975635076797,3480.7616725331463,176142.09912392532,179622.86079645847,3480.7616725331463,1722.5468685665721,1721.4980953770396
0,49500,50100,600,726.8382610733642,674.9153614730224,2887.638438074413,241500.44416903917,244388.08260711358,2887.638438074413,640.8295196792673,627.9808507346231
0,77100,77760,660,830.2180201512757,827.8978529994223,3143.725909768662,371657.98801851715,374801.7139282858,3143.725909768662,3438.5095732625978,3434.577824855621
0,8400,8460,60,81.336375315298,81.336375315298,425.00052821652207,55778.147201043575,56203.1477292601,425.00052821652207,593.3542087631537,593.3542087631537
0,12780,12840,60,190.44745827785925,190.44745827785925,398.71215746695816,84915.84460195687,85314.55675942382,398.71215746695816,864.7460667225546,864.7460667225546
0,12960,13020,60,229.01494983464073,229.01494983464073,439.09468875062885,86044.1291621151,86483.22385086573,439.09468875062885,912.3170366683474,912.3170366683474
0,13440,13920,480,154.72979412225035,144.6121246012497,3096.326899253225,89312.79156700974,92409.11846626297,3096.326899253225,1046.3381612944004,1036.9739404884945
0,15900,16020,120,242.8780057871633,242.8780057871633,673.9513209903816,105581.35573521213,106255.30705620251,673.9513209903816,1100.739679987847,1100.739679987847
0,45060,45420,360,729.5032262313345,790.3534064682026,1991.3519982309372,223824.12469481566,225815.4766930466,1991.3519982309372,1084.4757306138242,1090.1886391390103
0,56580,57900,1320,1005.1219820674927,1019.298826414955,7093.054786372872,285216.9691090635,292310.0238954364,7093.054786372872,617.3058684235128,593.5238373094921
0,42840,50280,7440,437.28007273766104,418.6621931123829,37984.82738622432,249504.2847001745,287489.1120863988,37984.82738622432,40445.71633005659,40624.82182114987
0,50460,50520,60,1048.6941566021771,1048.6941566021771,338.81444047921104,288461.2997750074,288800.1142154866,338.81444047921104,45680.249882709424,45680.249882709424
0,50700,50880,180,927.0721273632813,884.8560002809642,1035.9328532523941,289826.2920493798,290862.2249026322,1035.9328532523941,46160.72320734104,46164.47726512818
