time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1740847601118168600,1.15916845703125,0,0.36294084787368774,5.569356918334961,4.961999893188477,0,0,92.30000305175781,-76.1776727,40.3656355
1740847601821565400,1.8625654296875,45,0.4102843701839447,1.0092865228652954,4.497000217437744,0.6977348327636719,327.41998291015625,93.39963221721251,-76.1776907,40.365657
1740847602821880300,2.86288037109375,45,0.07524199038743973,1.088185429573059,4.261000156402588,1.3458149433135986,336.376953125,93.38307019994124,-76.177699,40.3656737
1740847603821677800,3.862677734375,45,0.07067569345235825,1.025761604309082,4.14300012588501,1.5026742219924927,343.73382568359375,93.43115356401148,-76.177703,40.365688
1740847604821822200,4.862822265625,45,0.07067732512950897,0.9876570701599121,4.072999954223633,1.0094335079193115,348.04986572265625,92.30000305175781,-76.1777038,40.3656942
1740847605821379800,5.8623798828125,45,0.07069248706102371,1.052160620689392,4.025000095367432,0.43555325269699097,352.9270935058594,93.40711184837176,-76.1777032,40.3656948
1740847606821567500,6.8625673828125,45,0.07069254666566849,1.0465922355651855,3.7899999618530273,0.1218869686126709,2.604781150817871,93.51289589992359,-76.1777027,40.365694
1740847607821728500,7.862728515625,0,0.07069242745637894,1.120526909828186,3.7899999618530273,0.05964374542236328,0,93.57593953935105,-76.1777019,40.3656939
1740847608821849600,8.862849609375,0,0.07069245725870132,1.1023578643798828,3.7899999618530273,0.07736744731664658,0,93.19433723439573,-76.1777013,40.3656946
1740847609821971200,9.86297119140625,0,0.07069244235754013,1.1149035692214966,3.7899999618530273,0.09616943448781967,0,93.19433723439573,-76.1777,40.3656948
1740847610821868000,10.862867919921875,45,0.07071714103221893,1.133979320526123,3.7899999618530273,0.12576457858085632,28.239442825317383,93.0559604517652,-76.1776995,40.3656962
1740847611821920800,11.862920654296875,0,0.07069279998540878,1.1445071697235107,3.7899999618530273,0.036492906510829926,0,93.25057520998416,-76.1776995,40.365696
1740847612822009900,12.863009765625,0,0.07069259136915207,1.1534233093261719,3.7899999618530273,0.025677736848592758,0,93.22920524148253,-76.1776993,40.3656955
1740847613822117600,13.86311767578125,0,0.07069230079650879,1.1647132635116577,3.7899999618530273,0.03314046561717987,0,93.03076663148869,-76.1776988,40.3656955
1740847614821234000,14.86223388671875,0,0.07069242000579834,1.1379649639129639,3.7899999618530273,0.032308824360370636,0,93.14372589849097,-76.1776985,40.3656958
1740847615821304300,15.86230419921875,0,0.07069273293018341,1.0531762838363647,3.7899999618530273,0.052769072353839874,0,93.13945195364391,-76.1776981,40.3656951
1740847616821545500,16.86254541015625,3.7089946269989014,0.9182299971580505,1.1352248191833496,3.7899999618530273,0.36957216262817383,188.00936889648438,93.09564414142386,-76.1776994,40.3656905
1740847617821787600,17.86278759765625,8.011259078979492,0.9208738803863525,1.0651781558990479,3.7899999618530273,0.6756607890129089,188.05006408691406,93.18112300650677,-76.1777002,40.3656857
1740847618821857500,18.862857421875,8.600985527038574,0.9201482534408569,1.0231842994689941,3.7899999618530273,0.47284242510795593,187.95294189453125,93.20516409039158,-76.1777002,40.365682
1740847619821756000,19.862755859375,45,0.07060971856117249,1.0456024408340454,3.7899999618530273,0.4669835865497589,188.0447540283203,93.8580387730492,-76.1776987,40.3656816
1740847620821878300,20.862878173828125,45,0.0706925168633461,1.0850141048431396,3.7899999618530273,0.23815184831619263,192.19647216796875,94.00016045285508,-76.1776991,40.3656816
1740847621822187500,21.8631875,0,0.07069255411624908,1.175156593322754,3.7899999618530273,0.011769918724894524,0,94.12839255546845,-76.1776985,40.3656831
1740847622821264600,22.8622646484375,45,0.07069259881973267,1.1657891273498535,3.7899999618530273,0.11395703256130219,335.0652770996094,94.14655892462929,-76.1776995,40.3656846
1740847623821353000,23.86235302734375,45,0.07069271802902222,1.14730703830719,3.7899999618530273,0.1433783322572708,338.1510925292969,93.54215897934017,-76.1777002,40.365686
1740847624822110500,24.8631103515625,45,0.07069266587495804,1.1488854885101318,3.7899999618530273,0.13087868690490723,349.6520080566406,93.0030679840408,-76.1777002,40.3656871
1740847625821267500,25.862267333984374,45,0.07069268077611923,1.1661099195480347,3.7899999618530273,0.12486331909894943,0.5595865249633789,92.4148615557283,-76.1777,40.3656882
1740847626821478700,26.862478759765626,0,0.07069259881973267,1.1739914417266846,3.7899999618530273,0.03566765412688255,0,92.911867458433,-76.1776993,40.3656874
1740847627821562600,27.862562744140625,0,0.07069260627031326,1.1773593425750732,3.7899999618530273,0.05529749393463135,0,93.04115180838528,-76.1776994,40.3656882
1740847628821567500,28.8625673828125,45,0.07069247961044312,1.211573600769043,3.7899999618530273,0.146627739071846,356.006103515625,93.46855192193152,-76.1776997,40.3656901
1740847629821566700,29.862566650390626,0,0.0706925168633461,1.1834650039672852,3.7899999618530273,0.0797378346323967,0,94.74500195029134,-76.1777004,40.3656903
1740847630821721000,30.86272119140625,0,0.07069256901741028,1.1583271026611328,3.7899999618530273,0.02693624421954155,0,94.86202380243247,-76.1777005,40.3656901
1740847631821877500,31.86287744140625,0,0.07069256156682968,1.2421079874038696,3.7899999618530273,0.014747079461812973,0,94.77278781668662,-76.1777006,40.3656899
1740847632821979600,32.86297973632813,0,0.07069260627031326,1.1703461408615112,3.7899999618530273,0.015388808213174343,0,94.77278781668662,-76.1777008,40.3656899
1740847633821817900,33.86281787109375,0,0.07069260627031326,1.1259645223617554,3.7899999618530273,0.013641520403325558,0,94.70652936040898,-76.1777009,40.3656898
