version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 6a,1718902550314,2024-06-20_16-55-50,America/New_York,android,1.35.0,4f4d863e-818d-41d0-a768-33da35e5bd96,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Barometer|Location|Annotation|TotalAcceleration|LocationNetwork|LocationGps,10|10|10|10|10|0|0||10|0|0,false
