,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled,mean_variance,median_variance
0,0,1200,1200,176.88768331744814,194.0096654405902,6290.696227505014,0.0,6290.696227505014,6290.696227505014,15724.474626079022,15711.292840908993
0,1740,2880,1140,2063.1665379648975,2065.438487267842,6006.879599737567,9074.871026147526,15081.750625885094,6006.879599737567,5387.045931105272,6634.125694952839
0,3120,6300,3180,2987.7059182668986,3089.514134432924,16522.644281224908,16378.764438656764,32901.40871988167,16522.644281224908,550.6833280585715,548.686369916212
0,19260,26040,6780,2248.5673135384277,2265.2852704009238,35033.30173594061,99673.19001450234,134706.49175044295,35033.30173594061,769.425113287331,684.7471636273032
0,780,1200,420,2131.8950132711357,2202.358972607663,2233.102064913668,4386.25790343506,6619.359968348728,2233.102064913668,4205.557792153921,4040.765246829534
0,1440,3360,1920,2861.262706157204,2707.2185328708074,10540.625366226493,7931.217421987029,18471.842788213522,10540.625366226493,903.6462672881812,886.235919804353
0,4320,5220,900,3295.8782393696724,3314.7838768612187,4956.109055768029,23642.526828968075,28598.635884736104,4956.109055768029,838.4495335615507,823.9183983557799
0,0,60,60,5.241254112660542,5.241254112660542,369.537538613926,0.0,369.537538613926,369.537538613926,15710.951343765055,15710.951343765055
0,960,20520,19560,1120.9536856654454,949.2370328683958,102016.56819811095,5013.906036356124,107030.47423446708,102016.56819811095,1404.5151894999217,1215.0257708854954
0,0,360,360,96.44904403980728,83.79642941072711,1746.3813580778292,0.0,1746.3813580778292,1746.3813580778292,15745.290217515618,15749.55002336171
0,0,600,600,1719.2137457266563,2277.5584024118057,3102.893876409864,0.0,3102.893876409864,3102.893876409864,13265.89992415428,13286.89155412072
0,0,60,60,35.378456346150585,35.378456346150585,226.52602587092724,0.0,226.52602587092724,226.52602587092724,15756.777958287066,15756.777958287066
0,12300,16080,3780,2414.0197287792025,2217.0513047559766,18866.278876411772,61342.103848861356,80208.38272527313,18866.278876411772,1307.8347378357,1115.1046774650683
0,0,60,60,31.545073929372652,31.545073929372652,184.83699304498685,0.0,184.83699304498685,184.83699304498685,15734.941115198357,15734.941115198357
0,1620,1680,60,3677.042356501136,3677.042356501136,339.2382157888587,8757.658516069985,9096.896731858844,339.2382157888587,6342.187083555492,6342.187083555492
0,1800,6120,4320,2667.368152191215,2706.267659214539,23485.3985238647,9668.264750696022,33153.66327456072,23485.3985238647,3681.725218923856,3529.0401753062415
0,0,120,120,52.54194508174304,52.54194508174304,526.7568252904977,0.0,526.7568252904977,526.7568252904977,15759.613915712842,15759.613915712842
0,1680,5040,3360,2492.184604984341,2494.6914194834294,15655.881997375713,7719.473332930461,23375.355330306174,15655.881997375713,1537.8131632959517,1075.6121974094776
0,0,3000,3000,139.2787066800903,138.3854028313752,13997.9146221216,0.0,13997.9146221216,13997.9146221216,15846.86534420152,15864.089547333617
0,25200,26220,1020,4065.984703897906,4047.806584273956,5238.11637287648,114657.75940160206,119895.87577447854,5238.11637287648,1128.0071193398999,1129.801746653482
0,27600,28740,1140,3541.946178351817,3457.9704605583406,5965.0693364771,126718.02506937146,132683.09440584856,5965.0693364771,962.8067836918252,904.4980123358444
0,0,60,60,66.29653287237103,66.29653287237103,298.3739764704818,0.0,298.3739764704818,298.3739764704818,15740.615113683776,15740.615113683776
0,180,1140,960,2014.0733214643096,2098.8466307594445,4571.778553538408,981.7482315156699,5553.526785054079,4571.778553538408,7005.341614052111,7905.49310656701
0,1860,5880,4020,1987.6635508483432,1812.9917505645408,19057.945016302263,8856.419230714275,27914.364247016536,19057.945016302263,906.4428766201688,872.5403772460212
0,0,660,660,356.7418736248263,196.75294133540572,3649.9143701835224,0.0,3649.9143701835224,3649.9143701835224,15624.205579542562,15743.328023933605
0,0,120,120,31.229495957747194,31.229495957747194,609.4631983761703,0.0,609.4631983761703,609.4631983761703,15722.172105198688,15722.172105198688
0,1620,8040,6420,2379.1767888548247,2318.5275414188172,27544.73128295105,7084.379003858507,34629.110286809555,27544.73128295105,1258.894190529819,1171.7283630610639
0,0,5460,5460,1089.8175404580497,1073.1435762014426,26932.338707498282,0.0,26932.338707498282,26932.338707498282,7395.631010780885,1883.635537632661
0,0,420,420,31.051664642679043,35.78125886243642,2090.949509801922,0.0,2090.949509801922,2090.949509801922,15683.559733512733,15674.219228854454
0,540,660,120,1526.9267991716752,1526.9267991716752,591.3781462231495,2687.072265052744,3278.4504112758937,591.3781462231495,5314.440411309627,5314.440411309627
0,2100,6000,3900,1576.5623345443382,1310.8068617942156,19429.493110675998,10458.44452504438,29887.93763572038,19429.493110675998,772.7166079727625,776.0095498441339
0,0,8820,8820,1702.096208762294,1429.9879465238548,44745.843488829436,0.0,44745.843488829436,44745.843488829436,1791.5591245032867,1398.412477730066
0,14280,37680,23400,1912.1273912160216,1773.9109869066187,114237.64319155533,72589.3413937147,186826.98458527002,114237.64319155533,1597.5910732953394,1590.830859390319
0,120,420,300,2654.7024866414863,2612.294402796485,1329.5580878905998,740.6497315184778,2070.2078194090777,1329.5580878905998,7832.606167643855,7489.247857467669
0,5400,7440,2040,3203.342541257748,3230.6064995231463,9929.499160267267,26287.71894539528,36217.21810566255,9929.499160267267,982.0624750493632,915.9397398096285
0,0,3720,3720,165.94286664925724,163.43975048250093,26065.529593825828,0.0,26065.529593825828,26065.529593825828,15809.742820247702,15785.964945293217
0,0,180,180,84.97130243828734,71.47522526728399,746.2834516400015,0.0,746.2834516400015,746.2834516400015,15697.302796068218,15688.140008515284
