,index17_106,index17_85,index17_84,index17_100,index17_104,index17_103,index17_87,index17_96,index17_86,ew0114_2,index17_91,index17_101,index17_99,index17_102,index17_94,index17_89,index17_105,index17_93,index17_95,index17_88,index17_98,index17_92,index17_97,ew0112_107
2700,820.1914942567179,831.7690041170454,2067.6247874034257,1177.5983538368337,975.7528315962687,783.5638234169834,4221.021247352096,1035.4981878969754,1424.885109710436,1906.2003297039691,775.1985735095668,3132.549982905254,2046.6149302464107,2051.1881425562033,3313.5032118945715,2744.242213620863,2335.6552709762955,1387.0814667600507,2720.305423609227,1263.2918757343664,2073.9933966552844,3459.9147100904693,1445.8318080498864,2332.5369342597137
2760,819.0064649885257,691.0573158713956,2087.541726165392,1241.1260871663897,890.6679825415285,801.3257793195111,4188.871845496777,955.5919221343439,1398.280177398862,1900.2153383508103,806.5550450989433,3116.635252301518,2008.991524702316,2071.6978714743614,3332.518174252719,2677.222426539911,2088.3864897663243,1460.084262394203,2719.044309842387,1290.971097125744,2207.540793412905,3467.2820012006364,1505.101965956943,2421.766754454616
2820,748.7909142018838,706.3774923436303,2147.696298099861,1273.4085475953107,796.3965690536612,785.8714978623555,4089.4444991466607,1031.7570262881875,1365.0131891192357,2016.8495407758892,827.2763176301721,3005.6754552417096,1966.760318764957,2110.218172961243,3328.194492303559,2722.890805211919,1968.7917349948073,1469.1846280655425,2700.816899369234,1286.7129292592685,2316.3524894517946,3475.9765629167728,1589.4950089691968,2443.083849890499
2880,820.9118972539851,674.2321408411977,2120.2106326530566,1351.8161592917613,734.0725245625176,709.7736706108932,4063.150180678731,1058.2672155225448,1355.3073475807228,2124.731556489307,843.101017375185,3011.938505689449,2026.4932818463822,2127.953608676442,3383.1189491074406,2654.520911092537,2130.559995755204,1455.4464298479575,2638.041639681585,1120.2658038214383,2120.7885003717174,3494.827802760073,1530.340262596156,2502.789581574552
2940,993.5021902703976,688.2624106326679,2016.0091495320462,1340.813918965267,873.8107466434496,732.3851134004755,4005.180111108029,1022.4602464356166,1397.7073782617235,2200.2120748501948,858.0185992080917,3197.883557236449,2154.255136849353,2120.414613988263,3363.811794008281,2580.4265909900573,2086.4003114358948,1543.1084944317042,2586.617819605739,1204.38917282691,2096.215550735316,3555.086138620735,1627.6730960756297,2509.2966054452036
3000,1096.5748747815292,772.3273577477831,1908.420861062714,1325.7705451491067,829.5883694549253,680.279934468828,3965.046277886813,1042.7845688984144,1384.4787245297111,1586.0169701189648,824.1036371469083,3133.011134194196,2195.502057115725,2064.314916264592,3352.521903123344,2517.7984728237966,1861.5240420069777,1567.6488588316513,2647.3818373041836,1213.3303038259187,2436.072957195794,3541.8713833140578,1572.1771498916785,2584.1953933649843
3060,1092.4251769537934,939.4537327984469,1933.1227927322018,1328.8800937792441,927.6787875370397,670.1164610581152,3979.6809560375677,1059.6488656242798,1392.770068805017,1659.824434317959,627.0555300339652,3055.277362673294,2003.7039245756093,2150.553825204206,3199.187026189537,2628.814676710014,1664.5276517909303,1537.3854342290094,2694.1041384237565,1228.1673141778085,2217.6123938878472,3520.218627833166,1525.3211754416575,2510.3518560484586
3120,1136.489042179277,1080.7851570879022,1972.5071218571902,1403.0179377971263,1000.9201834892474,732.4222957629125,3946.3479171557856,1045.7307805386567,1392.8969006972898,1704.400637719535,621.2280803564519,2978.6414379492585,2026.7215787981609,1906.849754251397,3210.606419654007,2618.4809412151153,1472.611159294565,1482.3449944451927,2670.966354240236,1252.3809764326227,2028.1239150199838,3319.7457680414664,1464.51400576627,2538.880136806157
3180,1234.9775587897793,1063.5269944874046,1953.8048686364184,1466.079222103265,1042.4208114338703,807.1252893184592,3996.9646320310185,962.8665685993153,1420.252836885817,1865.0379998441745,646.6219430151692,2982.6739511816468,2056.0096734986287,2032.455179468055,3245.964143376658,2704.1877854285663,1268.4446812828976,1500.0688904687897,2674.6382956396587,1229.0827451404928,2154.9553919015493,3513.6688930669857,1417.8090739597135,2554.9289236691116
3240,1262.8125136814965,1051.4688837579797,1932.526840507294,1546.7498097825971,1070.780745833678,799.7110207631329,4002.308941833168,897.006303274606,1546.1323610799943,1915.365820635467,634.947709551181,3082.1973003413054,2061.3284996030166,2045.1589072695033,3072.4057761322574,2718.0880531594307,1170.5573880537686,1448.738102528908,2676.5058303166106,1090.3676768726968,1936.480757474308,3667.344100204482,1447.1877217166154,2636.229490881312
3300,1255.4614379460909,1073.5364305185294,1988.870609871988,1465.268431798285,1123.5244579850523,843.918906345122,3997.924024829944,870.7449803272177,1498.8795365060369,1926.5577482896174,618.9539774471377,2993.820503599059,2057.9194299032138,2089.253717997678,2882.158202545974,2752.226418953769,1108.7727072000307,1478.3748256107353,2749.8130007672507,1045.140091528093,1914.8948766011497,3523.1878654487464,1449.573297201981,2648.386130692077
3360,1383.3615428946762,1041.3544820872291,1999.3541975255682,1454.0915662837726,1103.984169871806,748.0530329915587,3901.8632233042013,922.1413910256371,1413.7296277945838,1945.9512061450885,596.3304786518934,2963.2557894773645,1851.5912137670948,1983.0285824922053,2841.7125773710145,2807.3559883961,1169.3452766208209,1499.1755168263235,2767.2282975394633,1020.0695642005958,1967.8965385038978,3593.586023352273,1464.3911028167015,2702.781237222261
3420,1297.2391296865446,1029.1735297558855,2096.4571666083657,1306.1541003765283,1085.820326391894,738.5058455020506,3862.4054418393207,999.1938535988946,1385.5928222835132,1966.7546595084495,656.2847507852941,2837.102992535475,1856.4060783772768,1898.0808745070774,2717.2299312783607,2830.4905167755633,1137.2741644132511,1496.0772194481085,2804.866502557689,1080.7370874873411,1764.8997538505607,3579.892156004064,1311.1093526899326,2817.2171145125903
3480,1237.7708419503929,1036.841290343203,2066.5589195175066,1476.182788898274,1144.9560253547645,642.9751963270427,3960.4825850465413,924.681175993273,1427.349576393756,1982.2311806372852,693.2023082637289,2870.3101566683,1839.1316135834659,1956.7674847049584,2700.3579341410573,2842.3020783528923,1128.864898547996,1556.0924995468301,2868.7698710693726,1114.5720231856856,1790.8196815773492,3754.4626903133585,1236.696639206579,2875.9502950406054
3540,1205.118321105978,1110.0990880600605,2048.9718004646047,1524.376301300314,1080.1739125223771,643.4470433926753,4035.8285813391344,941.9483357359546,1381.660482076618,1898.6775335725056,745.984773910403,2861.3339556341057,1808.3749653558887,1989.3712782299556,2705.7095761987084,2780.0181801550143,942.834109795029,1596.5793874227454,2846.9895106860317,1211.3126893644585,1806.6741249532379,3802.216507330027,1275.5977802324371,2886.126403960209
3600,1179.7256733214922,1104.5035101393719,2024.6848905990848,1458.1031635395677,1051.616363162272,695.2981644908342,4172.578024755499,895.7784022821281,1289.0216488041285,1888.886698327008,779.1219903787945,2759.5585492368014,1834.5022328607963,1970.9135187172215,2759.728126600318,2745.826441221174,962.5684729198726,1618.9575462459768,2784.5726173153384,1286.15599780402,1741.5065318768002,3505.043451316015,1133.5870826008425,2935.8455536294437
3660,1170.308284980167,1122.434867695717,2005.4083430409225,1270.1735398487242,976.6742461015298,708.8028400107488,4185.87054539179,886.8845352107841,1403.0066107766568,1928.4832126262404,761.7213016869614,2638.425710100021,1836.7643521649577,2029.5394433732145,2667.2987132095923,2651.518754787868,1002.2412022338949,1746.7972568227526,2878.771946657638,1273.3309819933968,1695.918417578594,3376.269007367543,1256.0572165588817,2949.676502919642
3720,1212.3144540333683,1167.8383206156468,1945.7765520898029,1417.6817095707697,978.3406686470865,778.921885460434,4184.023362395134,928.6704047278776,1447.7577151473292,1929.9095076834121,788.2636756434451,2666.804108649139,1780.9876946595543,2040.1371604789483,2571.39474418921,2655.303312301907,982.403972705356,1855.9802293099378,2935.673014333677,1269.055122139725,1683.4073314585899,3348.8859783397934,1220.4793664930037,2903.261887242732
