,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled,mean_variance,median_variance
0,6360,6480,120,2198.7415088620382,2198.7415088620382,14.92259385630598,916.769418124921,931.692011981227,14.92259385630598,117.30239158982002,117.30239158982002
0,9300,9360,60,1300.619763012801,1300.619763012801,7.466713643145795,1153.7521443280432,1161.218857971189,7.466713643145795,133.5816467647189,133.5816467647189
0,10620,10980,360,1080.0558665331112,1077.5700769406244,28.829434064231464,1362.0552331795857,1390.8846672438171,28.829434064231464,179.23458116502118,184.14488637873035
0,11220,11400,180,1021.0827177328697,1029.6972206905966,20.14761427707026,1415.9687706503173,1436.1163849273876,20.14761427707026,181.11955467727444,178.36302388799356
0,11940,12540,600,974.131437053083,958.2214966716301,160.28558904868441,1508.2697581109446,1668.555347159629,160.28558904868441,178.96100938589697,183.56340355564367
0,12840,13500,660,1230.0231920459053,1273.7158140370752,3380.552728936693,2319.4973748422026,5700.050103778895,3380.552728936693,221.40565383407886,227.64250353017977
0,13680,14040,360,956.1160959874577,962.7395954551152,1984.3704265846236,6693.030060431695,8677.400487016319,1984.3704265846236,250.51556338201894,243.73888491757282
0,14460,15780,1320,1084.8787130799574,1076.2358659699844,6621.203454376577,10974.883581775357,17596.087036151934,6621.203454376577,204.47754193849042,200.56722929144823
0,16500,17760,1260,1987.6210291653133,1994.7164329061538,430.86745451607567,18510.83911204542,18941.706566561497,430.86745451607567,224.20646251908602,235.41758403251825
0,18060,18360,300,2225.8745868459364,2211.2640995641777,69.58311502695506,18966.200817564248,19035.783932591203,69.58311502695506,307.22782404367126,290.63857883611684
0,18960,19800,840,2379.435017895933,2367.468328880297,336.92408975819126,19235.840566446193,19572.764656204385,336.92408975819126,258.4215442265964,295.764982525084
0,20100,20520,420,2651.823481580056,2636.027744126491,178.01860355003737,19729.387089045224,19907.40569259526,178.01860355003737,284.25323501797214,263.13646100401814
0,20640,20700,60,2693.6179981151263,2693.6179981151263,15.312957371505036,19944.974705756325,19960.28766312783,15.312957371505036,383.0190093411335,383.0190093411335
0,20820,21240,420,2816.7056630705615,2805.4405923611603,52.2676597118334,19984.134032986738,20036.40169269857,52.2676597118334,376.33592712675556,378.991833582843
0,21420,24420,3000,3019.280260313907,2955.744686370556,886.5970101746898,20056.723126988596,20943.320137163286,886.5970101746898,260.0240826097242,253.92705559661306
0,25560,421620,396060,104754.62816437267,102869.38471154284,696273.2768812411,21311.932306298873,717585.20918754,696273.2768812411,310.9908944439854,279.36308981590753
0,8040,8100,60,4087.90045222677,4087.90045222677,2.082880100678153,847.6314739937483,849.7143540944264,2.082880100678153,128.05135223198377,128.05135223198377
0,10980,11040,60,4630.389431947598,4630.389431947598,7.142423613686333,1235.21598573369,1242.3584093473764,7.142423613686333,163.87634672425418,163.87634672425418
0,11160,11400,240,4806.274273103623,4818.567511615093,31.775745440976607,1257.5785719889395,1289.3543174299161,31.775745440976607,172.03319242756862,168.30393317965903
0,11640,12900,1260,4407.026219626969,4390.057790422018,114.28496431739632,1317.442382322059,1431.7273466394554,114.28496431739632,187.98995895573776,190.9575731277837
0,14040,14160,120,4510.2741892369495,4510.2741892369495,16.970375668188126,1495.2892071412894,1512.2595828094775,16.970375668188126,218.4529096572973,218.4529096572973
0,14340,15360,1020,4672.336052237034,4691.995729141586,156.89336932898254,1528.2572263147765,1685.150595643759,156.89336932898254,229.44943758528984,242.83359489204182
0,15660,16500,840,4560.8947647948025,4557.24435515882,66.21308143355964,1736.8749194585241,1803.0880008920838,66.21308143355964,174.51984616984234,176.63990495409058
0,16920,17340,420,4959.599383403927,4977.726279454005,59.30762039295428,1834.3302476909473,1893.6378680839016,59.30762039295428,264.57354654720797,273.82191616247803
0,17940,18060,120,6165.068607571654,6165.068607571654,22.659720794815257,2048.4627699569924,2071.1224907518076,22.659720794815257,336.58101906895445,336.58101906895445
0,18420,18660,240,6710.344713023759,6713.583466335645,31.107520117054264,2136.857775633147,2167.965295750201,31.107520117054264,277.3281136695978,287.3108831992597
0,18840,20400,1560,8071.993413600973,8072.311639121615,318.9054267853212,2190.4396946347456,2509.345121420067,318.9054267853212,201.37260643115653,204.31009027528705
0,20700,21180,480,9208.752467911654,9244.676827014959,134.371066579145,2592.9853154811567,2727.3563820603017,134.371066579145,367.38400512356804,366.8222363982994
0,21360,24720,3360,10733.892267210556,10688.566842428358,612.6890890318091,2763.076094671307,3375.7651837031162,612.6890890318091,356.1151590247716,370.4178702272379
0,24840,25260,420,13051.765842398896,13116.391023361823,85.68167922067096,3389.1498314363103,3474.831510656981,85.68167922067096,359.3233881204499,346.1298933440339
0,25920,25980,60,13236.947646013497,13236.947646013497,11.528943083272225,3632.670770468516,3644.199713551788,11.528943083272225,495.73369115807003,495.73369115807003
0,26160,26340,180,13400.002191414364,13408.841318781031,33.06554279183774,3679.4594987759015,3712.525041567739,33.06554279183774,510.41711481414677,505.8403145524145
0,26460,26640,180,13395.187220425674,13395.748386654084,13.13973778843274,3727.4776817176776,3740.6174195061103,13.13973778843274,355.1679650230779,374.3086648830885
0,26940,27000,60,13944.879555174448,13944.879555174448,3.0172475674194175,3756.446684056582,3759.4639316240014,3.0172475674194175,526.639033069097,526.639033069097
0,27240,29580,2340,15187.725829018495,15105.529476487452,351.8562282663338,3780.507646441793,4132.363874708127,351.8562282663338,254.56518439179223,242.68883100349848
0,29880,40260,10380,20351.638627500135,20019.120963464626,1603.3469240184559,4182.17010838083,5785.517032399286,1603.3469240184559,424.25592110945837,422.85823452128614
