time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1691333285879306000,0.017305908203125,0,0.34396809339523315,3.2355995178222656,6.103231430053711,0,0,565.149812273104,-75.33703824466943,41.15946173927879
1691333286879328000,1.017327880859375,0,0.35293591022491455,3.1935982704162598,5.978960990905762,0,0,565.1802861946717,-75.33703818176666,41.15946188118729
1691333287879343000,2.017343017578125,0,0.36884695291519165,3.183466672897339,5.916759967803955,0,0,565.1226438546948,-75.33703823097112,41.159461926207726
1691333288879360000,3.017360107421875,0,0.41907528042793274,3.2560060024261475,5.883481025695801,0,0,564.9820543578443,-75.33703826838202,41.15946194662325
1691333289879363000,4.017363037109375,0,0.46866777539253235,3.244216203689575,5.831141948699951,0,0,564.8378652688601,-75.3370383199179,41.15946193083461
1691333290879375000,5.017375,0,0.3860134184360504,3.3123764991760254,5.832180500030518,0,0,564.7948764197605,-75.33703838265966,41.159461938119435
1691333291879385000,6.017385009765625,0,0.369199275970459,3.2862329483032227,5.929937839508057,0,0,564.9839766071841,-75.33703844511773,41.159461965472836
1691333292879476000,7.01747607421875,0,0.3778819143772125,3.2522850036621094,5.9533772468566895,0,0,565.2094266298775,-75.33703858281027,41.159462004230846
1691333293879475000,8.017474853515624,0,0.4437122046947479,3.204730987548828,5.963014602661133,0,0,565.4301643610833,-75.33703867681272,41.15946208719365
1691333294879451000,9.017450927734375,0,0.39096593856811523,3.1652491092681885,6.038159370422363,0,0,565.4748377612294,-75.33703868208977,41.159462143978075
1691333295879463000,10.017462890625,0,0.3706328868865967,3.131500720977783,6.085649013519287,0,0,565.4337970536533,-75.33703864394847,41.1594621948146
1691333296879468000,11.017468017578125,0,0.3837844431400299,3.1035103797912598,6.151130676269531,0,0,565.3320498718036,-75.33703867076348,41.159462254256276
1691333297879521000,12.01752099609375,0,0.38024580478668213,3.0751888751983643,6.032449722290039,0,0,565.2848051841985,-75.33703857325747,41.15946232887243
1691333298879515000,13.017514892578125,0,0.3654978275299072,3.1259071826934814,5.925565242767334,0,0,565.2635366884804,-75.33703843387349,41.15946236403917
1691333299879545000,14.017545166015625,0,0.3771456778049469,3.0887556076049805,5.923131465911865,0,0,565.1309475994599,-75.33703848934303,41.15946244855534
