,start,end,duration,mean_error,median_error,distance,start_distance,end_distance,distance_traveled
ew9704_698,,,2880.0,,,9846.585867164598,,,
ew9704_772,,,2880.0,,,586.9825624781915,,,
ew9704_529,,,2880.0,,,45937.71040654593,,,
ew9704_314,,,2880.0,,,39308.51099958854,,,
ew9704_117,,,2880.0,,,13965.36767310061,,,
ew9704_804,,,2880.0,,,3483.8162185602455,,,
ew9704_800,,,2880.0,,,4056.886612578529,,,
ew9704_839,,,2880.0,,,38349.7531402101,,,
ew9704_893,,,2880.0,,,50793.758585561955,,,
ew9704_786,,,2880.0,,,38188.55632600108,,,
ew9704_614,,,2880.0,,,5154.08835527338,,,
ew9704_843,,,2880.0,,,17425.113603932852,,,
ew9704_361,,,2880.0,,,26518.069551221528,,,
wi933014_19,,,27300.0,,,155289.16881745993,,,
ew9704_526,,,2880.0,,,58394.530140113195,,,
ew9704_436,,,2880.0,,,704.22452291239,,,
ew9704_663,,,2880.0,,,36898.06024945195,,,
ew9704_856,,,2880.0,,,68706.31540235745,,,
ew9704_518,,,2880.0,,,34484.44664274921,,,
ew9704_537,,,2880.0,,,17034.84169428758,,,
ew9704_369,,,2880.0,,,8895.55700047612,,,
ew9704_344,,,2880.0,,,1744.1938421398527,,,
ew9704_873,,,2880.0,,,59981.84203925778,,,
ew9704_678,,,2880.0,,,38639.89408786669,,,
ew9704_616,,,2880.0,,,23152.62971045961,,,
ew9704_142,,,2880.0,,,24434.918968543057,,,
wi933014_17,,,33600.0,,,179923.82562681643,,,
ew9704_122,,,2880.0,,,46020.6218334717,,,
ew9704_384,,,2880.0,,,5233.534154754713,,,
wi933014_22,,,21360.0,,,106861.4747048744,,,
ew9704_299,,,2880.0,,,30083.11578717738,,,
ew9704_130,,,2880.0,,,41546.067196095835,,,
ew9704_607,,,2880.0,,,3107.0716126235893,,,
ew9704_691,,,2880.0,,,9324.688955569984,,,
ew9704_753,,,2880.0,,,2318.906021160874,,,
ew9704_887,,,2880.0,,,61458.77965500941,,,
ew9704_530,,,2880.0,,,48632.199167338855,,,
wi933014_77,,,3840.0,,,19157.981792734176,,,
ew9704_446,,,2880.0,,,1949.4409074680127,,,
wi933014_55,,,6660.0,,,30075.214116926865,,,
ew9704_667,,,2880.0,,,43488.17721574274,,,
ew9704_278,,,2880.0,,,54811.00852615113,,,
ew9704_207,,,2880.0,,,5767.283554275251,,,
ew9704_194,,,2880.0,,,53603.50760527414,,,
ew9704_844,,,2880.0,,,93606.66985662721,,,
wi933014_47,,,7500.0,,,30461.743535953847,,,
ew9704_516,,,2880.0,,,15919.079912404914,,,
ew9704_668,,,2880.0,,,65444.98225849981,,,
ew9704_712,,,2880.0,,,13135.652691316522,,,
ew9704_115,,,2880.0,,,44455.46562204343,,,
ew9704_785,,,2880.0,,,8187.842244515965,,,
ew9704_199,,,2880.0,,,32717.954521434243,,,
ew9704_191,,,2880.0,,,50409.75087477183,,,
ew9704_264,,,2880.0,,,13268.66165374138,,,
ew9704_883,,,2880.0,,,74002.1142901846,,,
ew9704_833,,,2880.0,,,79335.67147725464,,,
ew9704_892,,,2880.0,,,51061.47999546553,,,
ew9704_390,,,2880.0,,,3324.698241972394,,,
ew9704_776,,,2880.0,,,2747.3695414195427,,,
ew9704_822,,,2880.0,,,2091.36854012483,,,
ew9704_202,,,2880.0,,,27772.55536498393,,,
ew9704_224,,,2880.0,,,15994.588187189262,,,
